SLU Score,Opponent Score,Set,Opponent,Year
0,1,1,Vassar,2014
1,1,1,Vassar,2014
2,1,1,Vassar,2014
2,2,1,Vassar,2014
2,3,1,Vassar,2014
3,3,1,Vassar,2014
3,4,1,Vassar,2014
4,4,1,Vassar,2014
4,5,1,Vassar,2014
4,6,1,Vassar,2014
5,6,1,Vassar,2014
5,7,1,Vassar,2014
6,7,1,Vassar,2014
6,8,1,Vassar,2014
7,8,1,Vassar,2014
8,8,1,Vassar,2014
8,9,1,Vassar,2014
8,10,1,Vassar,2014
9,10,1,Vassar,2014
10,10,1,Vassar,2014
11,10,1,Vassar,2014
12,10,1,Vassar,2014
12,11,1,Vassar,2014
13,11,1,Vassar,2014
13,12,1,Vassar,2014
13,13,1,Vassar,2014
13,14,1,Vassar,2014
13,15,1,Vassar,2014
14,15,1,Vassar,2014
15,15,1,Vassar,2014
16,15,1,Vassar,2014
16,16,1,Vassar,2014
16,17,1,Vassar,2014
16,18,1,Vassar,2014
17,18,1,Vassar,2014
18,18,1,Vassar,2014
18,19,1,Vassar,2014
19,19,1,Vassar,2014
20,19,1,Vassar,2014
20,20,1,Vassar,2014
21,20,1,Vassar,2014
21,21,1,Vassar,2014
22,21,1,Vassar,2014
22,22,1,Vassar,2014
23,22,1,Vassar,2014
24,22,1,Vassar,2014
24,23,1,Vassar,2014
24,24,1,Vassar,2014
24,25,1,Vassar,2014
24,26,1,Vassar,2014
0,1,2,Vassar,2014
0,2,2,Vassar,2014
1,2,2,Vassar,2014
2,2,2,Vassar,2014
2,3,2,Vassar,2014
3,3,2,Vassar,2014
4,3,2,Vassar,2014
5,3,2,Vassar,2014
5,4,2,Vassar,2014
6,4,2,Vassar,2014
6,5,2,Vassar,2014
6,6,2,Vassar,2014
6,7,2,Vassar,2014
7,7,2,Vassar,2014
7,8,2,Vassar,2014
8,8,2,Vassar,2014
9,8,2,Vassar,2014
9,9,2,Vassar,2014
9,10,2,Vassar,2014
10,10,2,Vassar,2014
10,11,2,Vassar,2014
10,12,2,Vassar,2014
10,13,2,Vassar,2014
10,14,2,Vassar,2014
11,14,2,Vassar,2014
11,15,2,Vassar,2014
12,15,2,Vassar,2014
12,16,2,Vassar,2014
12,17,2,Vassar,2014
13,17,2,Vassar,2014
13,18,2,Vassar,2014
14,18,2,Vassar,2014
14,19,2,Vassar,2014
14,20,2,Vassar,2014
15,20,2,Vassar,2014
15,21,2,Vassar,2014
16,21,2,Vassar,2014
17,21,2,Vassar,2014
17,22,2,Vassar,2014
17,23,2,Vassar,2014
18,23,2,Vassar,2014
19,23,2,Vassar,2014
19,24,2,Vassar,2014
20,24,2,Vassar,2014
20,25,2,Vassar,2014
0,1,3,Vassar,2014
0,2,3,Vassar,2014
1,2,3,Vassar,2014
2,2,3,Vassar,2014
3,2,3,Vassar,2014
3,3,3,Vassar,2014
4,3,3,Vassar,2014
4,4,3,Vassar,2014
5,4,3,Vassar,2014
5,5,3,Vassar,2014
5,6,3,Vassar,2014
6,6,3,Vassar,2014
6,7,3,Vassar,2014
6,8,3,Vassar,2014
6,9,3,Vassar,2014
6,10,3,Vassar,2014
7,10,3,Vassar,2014
7,11,3,Vassar,2014
8,11,3,Vassar,2014
9,11,3,Vassar,2014
9,12,3,Vassar,2014
10,12,3,Vassar,2014
11,12,3,Vassar,2014
12,12,3,Vassar,2014
12,13,3,Vassar,2014
12,14,3,Vassar,2014
13,14,3,Vassar,2014
14,14,3,Vassar,2014
15,14,3,Vassar,2014
15,15,3,Vassar,2014
16,15,3,Vassar,2014
17,15,3,Vassar,2014
17,16,3,Vassar,2014
18,16,3,Vassar,2014
18,17,3,Vassar,2014
19,17,3,Vassar,2014
19,18,3,Vassar,2014
19,19,3,Vassar,2014
19,20,3,Vassar,2014
19,21,3,Vassar,2014
20,21,3,Vassar,2014
20,22,3,Vassar,2014
20,23,3,Vassar,2014
21,23,3,Vassar,2014
21,24,3,Vassar,2014
22,24,3,Vassar,2014
23,24,3,Vassar,2014
23,25,3,Vassar,2014
0,1,1,RIT,2014
1,1,1,RIT,2014
2,1,1,RIT,2014
2,2,1,RIT,2014
3,2,1,RIT,2014
3,3,1,RIT,2014
3,4,1,RIT,2014
3,5,1,RIT,2014
4,5,1,RIT,2014
4,6,1,RIT,2014
5,6,1,RIT,2014
5,7,1,RIT,2014
6,7,1,RIT,2014
6,8,1,RIT,2014
7,8,1,RIT,2014
7,9,1,RIT,2014
7,10,1,RIT,2014
8,10,1,RIT,2014
8,11,1,RIT,2014
8,12,1,RIT,2014
8,13,1,RIT,2014
9,13,1,RIT,2014
9,14,1,RIT,2014
10,14,1,RIT,2014
10,15,1,RIT,2014
11,15,1,RIT,2014
12,15,1,RIT,2014
12,16,1,RIT,2014
13,16,1,RIT,2014
13,17,1,RIT,2014
14,17,1,RIT,2014
15,17,1,RIT,2014
16,17,1,RIT,2014
17,17,1,RIT,2014
18,17,1,RIT,2014
19,17,1,RIT,2014
20,17,1,RIT,2014
21,17,1,RIT,2014
22,17,1,RIT,2014
22,18,1,RIT,2014
22,19,1,RIT,2014
22,20,1,RIT,2014
23,20,1,RIT,2014
23,21,1,RIT,2014
24,21,1,RIT,2014
25,21,1,RIT,2014
0,1,2,RIT,2014
0,2,2,RIT,2014
1,2,2,RIT,2014
2,2,2,RIT,2014
2,3,2,RIT,2014
2,4,2,RIT,2014
2,5,2,RIT,2014
3,5,2,RIT,2014
4,5,2,RIT,2014
5,5,2,RIT,2014
5,6,2,RIT,2014
5,7,2,RIT,2014
6,7,2,RIT,2014
7,7,2,RIT,2014
8,7,2,RIT,2014
8,8,2,RIT,2014
9,8,2,RIT,2014
10,8,2,RIT,2014
10,9,2,RIT,2014
11,9,2,RIT,2014
11,10,2,RIT,2014
11,11,2,RIT,2014
12,11,2,RIT,2014
13,11,2,RIT,2014
14,11,2,RIT,2014
14,12,2,RIT,2014
15,12,2,RIT,2014
16,12,2,RIT,2014
17,12,2,RIT,2014
18,12,2,RIT,2014
19,12,2,RIT,2014
20,12,2,RIT,2014
20,13,2,RIT,2014
21,13,2,RIT,2014
22,13,2,RIT,2014
22,14,2,RIT,2014
22,15,2,RIT,2014
22,16,2,RIT,2014
23,16,2,RIT,2014
24,16,2,RIT,2014
24,17,2,RIT,2014
24,18,2,RIT,2014
25,18,2,RIT,2014
0,1,3,RIT,2014
1,1,3,RIT,2014
2,1,3,RIT,2014
2,2,3,RIT,2014
2,3,3,RIT,2014
3,3,3,RIT,2014
3,4,3,RIT,2014
3,5,3,RIT,2014
4,5,3,RIT,2014
5,5,3,RIT,2014
5,6,3,RIT,2014
6,6,3,RIT,2014
6,7,3,RIT,2014
6,8,3,RIT,2014
7,8,3,RIT,2014
8,8,3,RIT,2014
9,8,3,RIT,2014
9,9,3,RIT,2014
10,9,3,RIT,2014
10,10,3,RIT,2014
10,11,3,RIT,2014
11,11,3,RIT,2014
12,11,3,RIT,2014
12,12,3,RIT,2014
12,13,3,RIT,2014
12,14,3,RIT,2014
13,14,3,RIT,2014
13,15,3,RIT,2014
13,16,3,RIT,2014
14,16,3,RIT,2014
14,17,3,RIT,2014
15,17,3,RIT,2014
16,17,3,RIT,2014
16,18,3,RIT,2014
17,18,3,RIT,2014
18,18,3,RIT,2014
18,19,3,RIT,2014
18,20,3,RIT,2014
19,20,3,RIT,2014
20,20,3,RIT,2014
20,21,3,RIT,2014
20,22,3,RIT,2014
21,22,3,RIT,2014
21,23,3,RIT,2014
21,24,3,RIT,2014
22,24,3,RIT,2014
22,25,3,RIT,2014
0,1,4,RIT,2014
1,1,4,RIT,2014
1,2,4,RIT,2014
2,2,4,RIT,2014
2,3,4,RIT,2014
3,3,4,RIT,2014
4,3,4,RIT,2014
5,3,4,RIT,2014
5,4,4,RIT,2014
6,4,4,RIT,2014
6,5,4,RIT,2014
7,5,4,RIT,2014
7,6,4,RIT,2014
8,6,4,RIT,2014
8,7,4,RIT,2014
8,8,4,RIT,2014
9,8,4,RIT,2014
9,9,4,RIT,2014
9,10,4,RIT,2014
10,10,4,RIT,2014
10,11,4,RIT,2014
10,12,4,RIT,2014
10,13,4,RIT,2014
10,14,4,RIT,2014
11,14,4,RIT,2014
12,14,4,RIT,2014
13,14,4,RIT,2014
14,14,4,RIT,2014
14,15,4,RIT,2014
14,16,4,RIT,2014
14,17,4,RIT,2014
15,17,4,RIT,2014
16,17,4,RIT,2014
17,17,4,RIT,2014
17,18,4,RIT,2014
18,18,4,RIT,2014
19,18,4,RIT,2014
20,18,4,RIT,2014
21,18,4,RIT,2014
21,19,4,RIT,2014
22,19,4,RIT,2014
22,20,4,RIT,2014
23,20,4,RIT,2014
23,21,4,RIT,2014
23,22,4,RIT,2014
24,22,4,RIT,2014
24,23,4,RIT,2014
25,23,4,RIT,2014
1,0,1,Bard,2014
1,1,1,Bard,2014
2,1,1,Bard,2014
2,2,1,Bard,2014
3,2,1,Bard,2014
3,3,1,Bard,2014
4,3,1,Bard,2014
4,4,1,Bard,2014
4,5,1,Bard,2014
5,5,1,Bard,2014
6,5,1,Bard,2014
7,5,1,Bard,2014
7,6,1,Bard,2014
8,6,1,Bard,2014
9,6,1,Bard,2014
10,6,1,Bard,2014
11,6,1,Bard,2014
12,6,1,Bard,2014
13,6,1,Bard,2014
13,7,1,Bard,2014
14,7,1,Bard,2014
14,8,1,Bard,2014
15,8,1,Bard,2014
15,9,1,Bard,2014
16,9,1,Bard,2014
16,10,1,Bard,2014
16,11,1,Bard,2014
17,11,1,Bard,2014
18,11,1,Bard,2014
19,11,1,Bard,2014
20,11,1,Bard,2014
20,12,1,Bard,2014
20,13,1,Bard,2014
21,13,1,Bard,2014
22,13,1,Bard,2014
23,13,1,Bard,2014
24,13,1,Bard,2014
24,14,1,Bard,2014
24,15,1,Bard,2014
25,15,1,Bard,2014
1,0,2,Bard,2014
2,0,2,Bard,2014
3,0,2,Bard,2014
4,0,2,Bard,2014
4,1,2,Bard,2014
5,1,2,Bard,2014
6,1,2,Bard,2014
7,1,2,Bard,2014
8,1,2,Bard,2014
9,1,2,Bard,2014
10,1,2,Bard,2014
11,1,2,Bard,2014
11,2,2,Bard,2014
12,2,2,Bard,2014
13,2,2,Bard,2014
13,3,2,Bard,2014
14,3,2,Bard,2014
15,3,2,Bard,2014
16,3,2,Bard,2014
17,3,2,Bard,2014
18,3,2,Bard,2014
19,3,2,Bard,2014
20,3,2,Bard,2014
21,3,2,Bard,2014
22,3,2,Bard,2014
23,3,2,Bard,2014
24,3,2,Bard,2014
25,3,2,Bard,2014
0,1,3,Bard,2014
1,1,3,Bard,2014
2,1,3,Bard,2014
2,2,3,Bard,2014
3,2,3,Bard,2014
3,3,3,Bard,2014
4,3,3,Bard,2014
4,4,3,Bard,2014
5,4,3,Bard,2014
5,5,3,Bard,2014
5,6,3,Bard,2014
6,6,3,Bard,2014
7,6,3,Bard,2014
8,6,3,Bard,2014
8,7,3,Bard,2014
9,7,3,Bard,2014
9,8,3,Bard,2014
10,8,3,Bard,2014
11,8,3,Bard,2014
11,9,3,Bard,2014
12,9,3,Bard,2014
12,10,3,Bard,2014
13,10,3,Bard,2014
14,10,3,Bard,2014
15,10,3,Bard,2014
16,10,3,Bard,2014
16,11,3,Bard,2014
17,11,3,Bard,2014
17,12,3,Bard,2014
18,12,3,Bard,2014
18,13,3,Bard,2014
19,13,3,Bard,2014
19,14,3,Bard,2014
20,14,3,Bard,2014
21,14,3,Bard,2014
22,14,3,Bard,2014
23,14,3,Bard,2014
24,14,3,Bard,2014
24,15,3,Bard,2014
25,15,3,Bard,2014
1,0,1,Clarkson,2014
1,1,1,Clarkson,2014
1,2,1,Clarkson,2014
2,2,1,Clarkson,2014
2,3,1,Clarkson,2014
2,4,1,Clarkson,2014
3,4,1,Clarkson,2014
4,4,1,Clarkson,2014
5,4,1,Clarkson,2014
5,5,1,Clarkson,2014
5,6,1,Clarkson,2014
5,7,1,Clarkson,2014
6,7,1,Clarkson,2014
7,7,1,Clarkson,2014
7,8,1,Clarkson,2014
7,9,1,Clarkson,2014
7,10,1,Clarkson,2014
7,11,1,Clarkson,2014
8,11,1,Clarkson,2014
8,12,1,Clarkson,2014
8,13,1,Clarkson,2014
9,13,1,Clarkson,2014
9,14,1,Clarkson,2014
10,14,1,Clarkson,2014
11,14,1,Clarkson,2014
12,14,1,Clarkson,2014
12,15,1,Clarkson,2014
12,16,1,Clarkson,2014
13,16,1,Clarkson,2014
14,16,1,Clarkson,2014
14,17,1,Clarkson,2014
15,17,1,Clarkson,2014
15,18,1,Clarkson,2014
16,18,1,Clarkson,2014
16,19,1,Clarkson,2014
17,19,1,Clarkson,2014
18,19,1,Clarkson,2014
18,20,1,Clarkson,2014
19,20,1,Clarkson,2014
20,20,1,Clarkson,2014
20,21,1,Clarkson,2014
21,21,1,Clarkson,2014
21,22,1,Clarkson,2014
21,23,1,Clarkson,2014
21,24,1,Clarkson,2014
21,25,1,Clarkson,2014
0,1,2,Clarkson,2014
1,1,2,Clarkson,2014
1,2,2,Clarkson,2014
1,3,2,Clarkson,2014
1,4,2,Clarkson,2014
2,4,2,Clarkson,2014
2,5,2,Clarkson,2014
3,5,2,Clarkson,2014
3,6,2,Clarkson,2014
3,7,2,Clarkson,2014
3,8,2,Clarkson,2014
3,9,2,Clarkson,2014
3,10,2,Clarkson,2014
4,10,2,Clarkson,2014
4,11,2,Clarkson,2014
4,12,2,Clarkson,2014
5,12,2,Clarkson,2014
6,12,2,Clarkson,2014
6,13,2,Clarkson,2014
6,14,2,Clarkson,2014
6,15,2,Clarkson,2014
6,16,2,Clarkson,2014
6,17,2,Clarkson,2014
6,18,2,Clarkson,2014
6,19,2,Clarkson,2014
7,19,2,Clarkson,2014
7,20,2,Clarkson,2014
7,21,2,Clarkson,2014
8,21,2,Clarkson,2014
8,22,2,Clarkson,2014
8,23,2,Clarkson,2014
9,23,2,Clarkson,2014
9,24,2,Clarkson,2014
10,24,2,Clarkson,2014
10,25,2,Clarkson,2014
1,0,3,Clarkson,2014
1,1,3,Clarkson,2014
2,1,3,Clarkson,2014
3,1,3,Clarkson,2014
3,2,3,Clarkson,2014
3,3,3,Clarkson,2014
3,4,3,Clarkson,2014
4,4,3,Clarkson,2014
5,4,3,Clarkson,2014
6,4,3,Clarkson,2014
6,5,3,Clarkson,2014
6,6,3,Clarkson,2014
7,6,3,Clarkson,2014
7,7,3,Clarkson,2014
8,7,3,Clarkson,2014
8,8,3,Clarkson,2014
8,9,3,Clarkson,2014
9,9,3,Clarkson,2014
9,10,3,Clarkson,2014
9,11,3,Clarkson,2014
10,11,3,Clarkson,2014
10,12,3,Clarkson,2014
11,12,3,Clarkson,2014
11,13,3,Clarkson,2014
12,13,3,Clarkson,2014
12,14,3,Clarkson,2014
12,15,3,Clarkson,2014
12,16,3,Clarkson,2014
12,17,3,Clarkson,2014
12,18,3,Clarkson,2014
12,19,3,Clarkson,2014
12,20,3,Clarkson,2014
12,21,3,Clarkson,2014
13,21,3,Clarkson,2014
13,22,3,Clarkson,2014
13,23,3,Clarkson,2014
14,23,3,Clarkson,2014
14,24,3,Clarkson,2014
15,24,3,Clarkson,2014
15,25,3,Clarkson,2014
1,0,1,Union,2014
2,0,1,Union,2014
3,0,1,Union,2014
3,1,1,Union,2014
4,1,1,Union,2014
5,1,1,Union,2014
5,2,1,Union,2014
6,2,1,Union,2014
7,2,1,Union,2014
7,3,1,Union,2014
7,4,1,Union,2014
7,5,1,Union,2014
7,6,1,Union,2014
7,7,1,Union,2014
8,7,1,Union,2014
9,7,1,Union,2014
10,7,1,Union,2014
11,7,1,Union,2014
11,8,1,Union,2014
11,9,1,Union,2014
11,10,1,Union,2014
11,11,1,Union,2014
11,12,1,Union,2014
11,13,1,Union,2014
12,13,1,Union,2014
12,14,1,Union,2014
12,15,1,Union,2014
12,16,1,Union,2014
12,17,1,Union,2014
12,18,1,Union,2014
12,19,1,Union,2014
12,20,1,Union,2014
13,20,1,Union,2014
13,21,1,Union,2014
14,21,1,Union,2014
14,22,1,Union,2014
14,23,1,Union,2014
14,24,1,Union,2014
14,25,1,Union,2014
1,0,2,Union,2014
2,0,2,Union,2014
2,1,2,Union,2014
2,2,2,Union,2014
3,2,2,Union,2014
3,3,2,Union,2014
4,3,2,Union,2014
5,3,2,Union,2014
6,3,2,Union,2014
7,3,2,Union,2014
7,4,2,Union,2014
7,5,2,Union,2014
8,5,2,Union,2014
9,5,2,Union,2014
9,6,2,Union,2014
10,6,2,Union,2014
10,7,2,Union,2014
10,8,2,Union,2014
10,9,2,Union,2014
11,9,2,Union,2014
12,9,2,Union,2014
12,10,2,Union,2014
13,10,2,Union,2014
14,10,2,Union,2014
14,11,2,Union,2014
14,12,2,Union,2014
14,13,2,Union,2014
14,14,2,Union,2014
15,14,2,Union,2014
15,15,2,Union,2014
16,15,2,Union,2014
16,16,2,Union,2014
16,17,2,Union,2014
16,18,2,Union,2014
16,19,2,Union,2014
16,20,2,Union,2014
16,21,2,Union,2014
16,22,2,Union,2014
17,22,2,Union,2014
17,23,2,Union,2014
18,23,2,Union,2014
19,23,2,Union,2014
19,24,2,Union,2014
19,25,2,Union,2014
0,1,3,Union,2014
0,2,3,Union,2014
0,3,3,Union,2014
0,4,3,Union,2014
0,5,3,Union,2014
1,5,3,Union,2014
1,6,3,Union,2014
1,7,3,Union,2014
2,7,3,Union,2014
3,7,3,Union,2014
4,7,3,Union,2014
4,8,3,Union,2014
5,8,3,Union,2014
5,9,3,Union,2014
6,9,3,Union,2014
6,10,3,Union,2014
6,11,3,Union,2014
6,12,3,Union,2014
7,12,3,Union,2014
8,12,3,Union,2014
9,12,3,Union,2014
9,13,3,Union,2014
9,14,3,Union,2014
9,15,3,Union,2014
9,16,3,Union,2014
10,16,3,Union,2014
10,17,3,Union,2014
10,18,3,Union,2014
11,18,3,Union,2014
11,19,3,Union,2014
11,20,3,Union,2014
11,21,3,Union,2014
12,21,3,Union,2014
13,21,3,Union,2014
13,22,3,Union,2014
14,22,3,Union,2014
14,23,3,Union,2014
15,23,3,Union,2014
16,23,3,Union,2014
17,23,3,Union,2014
18,23,3,Union,2014
18,24,3,Union,2014
18,25,3,Union,2014
0,1,1,Bard,2014
0,2,1,Bard,2014
0,3,1,Bard,2014
1,3,1,Bard,2014
1,4,1,Bard,2014
1,5,1,Bard,2014
2,5,1,Bard,2014
2,6,1,Bard,2014
2,7,1,Bard,2014
3,7,1,Bard,2014
4,7,1,Bard,2014
4,8,1,Bard,2014
4,9,1,Bard,2014
4,10,1,Bard,2014
5,10,1,Bard,2014
5,11,1,Bard,2014
5,12,1,Bard,2014
5,13,1,Bard,2014
6,13,1,Bard,2014
6,14,1,Bard,2014
7,14,1,Bard,2014
7,15,1,Bard,2014
7,16,1,Bard,2014
8,16,1,Bard,2014
9,16,1,Bard,2014
9,17,1,Bard,2014
9,18,1,Bard,2014
10,18,1,Bard,2014
10,19,1,Bard,2014
10,20,1,Bard,2014
11,20,1,Bard,2014
11,21,1,Bard,2014
11,22,1,Bard,2014
11,23,1,Bard,2014
11,24,1,Bard,2014
11,25,1,Bard,2014
0,1,2,Bard,2014
1,1,2,Bard,2014
2,1,2,Bard,2014
2,2,2,Bard,2014
3,2,2,Bard,2014
3,3,2,Bard,2014
3,4,2,Bard,2014
4,4,2,Bard,2014
5,4,2,Bard,2014
6,4,2,Bard,2014
6,5,2,Bard,2014
6,6,2,Bard,2014
6,7,2,Bard,2014
6,8,2,Bard,2014
6,9,2,Bard,2014
6,10,2,Bard,2014
6,11,2,Bard,2014
6,12,2,Bard,2014
6,13,2,Bard,2014
6,14,2,Bard,2014
7,14,2,Bard,2014
7,15,2,Bard,2014
7,16,2,Bard,2014
8,16,2,Bard,2014
8,17,2,Bard,2014
8,18,2,Bard,2014
8,19,2,Bard,2014
8,20,2,Bard,2014
8,21,2,Bard,2014
9,21,2,Bard,2014
9,22,2,Bard,2014
10,22,2,Bard,2014
10,23,2,Bard,2014
10,24,2,Bard,2014
11,24,2,Bard,2014
12,24,2,Bard,2014
12,25,2,Bard,2014
1,0,3,Bard,2014
1,1,3,Bard,2014
2,1,3,Bard,2014
3,1,3,Bard,2014
4,1,3,Bard,2014
4,2,3,Bard,2014
4,3,3,Bard,2014
4,4,3,Bard,2014
5,4,3,Bard,2014
5,5,3,Bard,2014
5,6,3,Bard,2014
6,6,3,Bard,2014
6,7,3,Bard,2014
7,7,3,Bard,2014
8,7,3,Bard,2014
8,8,3,Bard,2014
8,9,3,Bard,2014
9,9,3,Bard,2014
10,9,3,Bard,2014
11,9,3,Bard,2014
12,9,3,Bard,2014
12,10,3,Bard,2014
12,11,3,Bard,2014
12,12,3,Bard,2014
13,12,3,Bard,2014
13,13,3,Bard,2014
14,13,3,Bard,2014
14,14,3,Bard,2014
15,14,3,Bard,2014
15,15,3,Bard,2014
15,16,3,Bard,2014
15,17,3,Bard,2014
15,18,3,Bard,2014
15,19,3,Bard,2014
16,19,3,Bard,2014
17,19,3,Bard,2014
17,20,3,Bard,2014
18,20,3,Bard,2014
19,20,3,Bard,2014
19,21,3,Bard,2014
19,22,3,Bard,2014
20,22,3,Bard,2014
20,23,3,Bard,2014
20,24,3,Bard,2014
21,24,3,Bard,2014
22,24,3,Bard,2014
23,24,3,Bard,2014
23,25,3,Bard,2014
0,1,1,Skidmore,2014
0,2,1,Skidmore,2014
1,2,1,Skidmore,2014
1,3,1,Skidmore,2014
2,3,1,Skidmore,2014
2,4,1,Skidmore,2014
2,5,1,Skidmore,2014
2,6,1,Skidmore,2014
3,6,1,Skidmore,2014
4,6,1,Skidmore,2014
4,7,1,Skidmore,2014
4,8,1,Skidmore,2014
5,8,1,Skidmore,2014
6,8,1,Skidmore,2014
7,8,1,Skidmore,2014
8,8,1,Skidmore,2014
9,8,1,Skidmore,2014
9,9,1,Skidmore,2014
10,9,1,Skidmore,2014
10,10,1,Skidmore,2014
10,11,1,Skidmore,2014
10,12,1,Skidmore,2014
11,12,1,Skidmore,2014
11,13,1,Skidmore,2014
12,13,1,Skidmore,2014
13,13,1,Skidmore,2014
